period,period_idx,plant_id,product_id,qty_on_hand_t,inventory_value,age_days,shelf_life_risk,cs_active
2024-10,0,PLT-04,PRD-01,182.1,198711.29,73.1,0,0
2024-10,0,PLT-04,PRD-02,331.16,409607.85,81.5,0,0
2024-10,0,PLT-04,PRD-03,491.31,405138.18,68.0,0,0
2024-10,0,PLT-04,PRD-04,200.76,147496.87,134.5,0,0
2024-10,0,PLT-04,PRD-05,136.23,254233.19,189.7,1,0
2024-10,0,PLT-04,PRD-06,232.9,488065.9,128.3,0,0
2024-10,0,PLT-04,PRD-07,621.72,14069555.11,93.9,0,0
2024-10,0,PLT-04,PRD-08,512.66,734230.21,11.2,0,0
2024-10,0,PLT-04,PRD-09,227.7,369877.49,102.0,0,0
2024-10,0,PLT-04,PRD-10,621.26,475702.41,73.1,0,0
2024-10,0,PLT-04,PRD-11,317.33,327584.17,51.6,0,0
2024-10,0,PLT-04,PRD-12,217.34,194038.6,14.0,0,0
2024-10,0,PLT-05,PRD-01,640.56,698975.56,22.4,0,0
2024-10,0,PLT-05,PRD-02,163.09,201726.44,203.0,1,0
2024-10,0,PLT-05,PRD-03,487.76,402209.91,75.5,0,0
2024-10,0,PLT-05,PRD-04,577.89,424572.79,132.8,0,0
2024-10,0,PLT-05,PRD-05,339.43,633435.71,225.5,1,0
2024-10,0,PLT-05,PRD-06,244.47,512312.2,125.6,0,0
2024-10,0,PLT-05,PRD-07,575.59,13025545.32,263.4,1,0
2024-10,0,PLT-05,PRD-08,567.25,812409.41,214.3,1,0
2024-10,0,PLT-05,PRD-09,305.79,496730.26,244.2,1,0
2024-10,0,PLT-05,PRD-10,415.32,318013.8,104.4,0,0
2024-10,0,PLT-05,PRD-11,287.99,297292.1,200.3,1,0
2024-10,0,PLT-05,PRD-12,516.93,461513.24,217.1,1,0
2024-10,0,PLT-06,PRD-01,534.98,583773.03,97.3,0,0
2024-10,0,PLT-06,PRD-02,376.97,466270.55,159.5,1,0
2024-10,0,PLT-06,PRD-03,361.17,297819.19,48.0,0,0
2024-10,0,PLT-06,PRD-04,492.65,361951.89,104.5,0,0
2024-10,0,PLT-06,PRD-05,568.26,1060484.18,42.2,0,0
2024-10,0,PLT-06,PRD-06,536.3,1123866.97,88.2,0,0
2024-10,0,PLT-06,PRD-07,301.7,6827411.31,97.3,0,0
2024-10,0,PLT-06,PRD-08,501.0,717531.39,161.4,1,0
2024-10,0,PLT-06,PRD-09,115.47,187566.15,31.4,0,0
2024-10,0,PLT-06,PRD-10,380.64,291456.15,84.0,0,0
2024-10,0,PLT-06,PRD-11,435.86,449936.67,180.2,1,0
2024-10,0,PLT-06,PRD-12,486.72,434546.66,84.4,0,0
2024-11,1,PLT-01,PRD-01,230.97,252033.15,139.4,0,0
2024-11,1,PLT-01,PRD-02,447.7,553764.9,31.0,0,0
2024-11,1,PLT-01,PRD-03,195.95,161577.91,87.5,0,0
2024-11,1,PLT-01,PRD-04,597.1,438686.03,14.0,0,0
2024-11,1,PLT-01,PRD-05,618.74,1154688.66,162.6,1,0
2024-11,1,PLT-01,PRD-06,464.75,973940.03,165.2,1,0
2024-11,1,PLT-01,PRD-07,370.55,8385479.08,184.0,1,0
2024-11,1,PLT-01,PRD-08,532.49,762628.94,21.9,0,0
2024-11,1,PLT-01,PRD-09,493.63,801855.15,89.1,0,0
2024-11,1,PLT-01,PRD-10,275.15,210680.65,95.2,0,0
2024-11,1,PLT-01,PRD-11,525.41,542379.22,174.5,1,0
2024-11,1,PLT-01,PRD-12,450.38,402095.68,51.4,0,0
2024-11,1,PLT-02,PRD-01,330.54,360689.4,89.3,0,0
2024-11,1,PLT-02,PRD-02,318.59,394059.45,180.4,1,0
2024-11,1,PLT-02,PRD-03,339.83,280223.89,143.6,0,0
2024-11,1,PLT-02,PRD-04,479.32,352158.9,99.2,0,0
2024-11,1,PLT-02,PRD-05,334.41,624073.7,131.4,0,0
2024-11,1,PLT-02,PRD-06,772.54,1618940.72,26.5,0,0
2024-11,1,PLT-02,PRD-07,543.37,12296435.06,71.5,0,0
2024-11,1,PLT-02,PRD-08,183.34,262586.37,169.5,1,0
2024-11,1,PLT-02,PRD-09,562.58,913854.45,46.5,0,0
2024-11,1,PLT-02,PRD-10,259.07,198370.28,145.2,0,0
2024-11,1,PLT-02,PRD-11,307.64,317571.65,45.4,0,0
2024-11,1,PLT-02,PRD-12,449.27,401105.48,20.6,0,0
2024-11,1,PLT-03,PRD-01,388.77,424220.84,144.2,0,0
2024-11,1,PLT-03,PRD-02,388.82,480934.81,105.3,0,0
2024-11,1,PLT-03,PRD-03,238.45,196629.82,106.3,0,0
2024-11,1,PLT-03,PRD-04,164.34,120742.77,152.7,1,0
2024-11,1,PLT-03,PRD-05,284.06,530114.54,146.3,0,0
2024-11,1,PLT-03,PRD-06,248.15,520028.74,86.5,0,0
2024-11,1,PLT-03,PRD-07,428.2,9690098.61,38.1,0,0
2024-11,1,PLT-03,PRD-08,225.08,322359.8,49.6,0,0
2024-11,1,PLT-03,PRD-09,396.14,643484.66,94.0,0,0
2024-11,1,PLT-03,PRD-10,187.2,143335.4,153.3,1,0
2024-11,1,PLT-03,PRD-11,557.7,575717.34,131.7,0,0
2024-11,1,PLT-03,PRD-12,177.73,158676.2,112.2,0,0
2024-11,1,PLT-04,PRD-01,444.51,485050.69,40.3,0,0
2024-11,1,PLT-04,PRD-02,283.86,351107.91,85.5,0,0
2024-11,1,PLT-04,PRD-03,275.51,227187.1,107.9,0,0
2024-11,1,PLT-04,PRD-04,135.35,99440.47,79.2,0,0
2024-11,1,PLT-04,PRD-05,484.1,903425.56,188.2,1,0
2024-11,1,PLT-04,PRD-06,562.34,1178435.46,89.5,0,0
2024-11,1,PLT-04,PRD-07,598.75,13549816.95,122.7,0,0
2024-11,1,PLT-04,PRD-08,390.06,558650.64,13.1,0,0
2024-11,1,PLT-04,PRD-09,551.7,896188.62,177.3,1,0
2024-11,1,PLT-04,PRD-10,380.4,291269.42,107.4,0,0
2024-11,1,PLT-04,PRD-11,621.25,641320.28,117.5,0,0
2024-11,1,PLT-04,PRD-12,467.05,416983.71,106.0,0,0
2024-11,1,PLT-05,PRD-01,200.78,219094.13,67.9,0,0
2024-11,1,PLT-05,PRD-02,267.46,330823.61,100.3,0,0
2024-11,1,PLT-05,PRD-03,613.36,505774.34,160.3,1,0
2024-11,1,PLT-05,PRD-04,631.33,463837.13,81.4,0,0
2024-11,1,PLT-05,PRD-05,254.98,475841.88,216.1,1,0
2024-11,1,PLT-05,PRD-06,492.67,1032430.28,204.6,1,0
2024-11,1,PLT-05,PRD-07,460.2,10414431.83,42.5,0,0
2024-11,1,PLT-05,PRD-08,272.4,390125.73,123.0,0,0
2024-11,1,PLT-05,PRD-09,405.21,658227.58,189.2,1,0
2024-11,1,PLT-05,PRD-10,280.56,214821.08,193.0,1,0
2024-11,1,PLT-05,PRD-11,728.83,752367.52,235.2,1,0
2024-11,1,PLT-05,PRD-12,529.26,472526.01,164.5,1,0
2024-11,1,PLT-06,PRD-01,328.99,358992.89,139.5,0,0
2024-11,1,PLT-06,PRD-02,167.22,206832.46,150.5,1,0
2024-11,1,PLT-06,PRD-03,207.85,171391.39,29.3,0,0
2024-11,1,PLT-06,PRD-04,156.64,115081.68,44.3,0,0
2024-11,1,PLT-06,PRD-05,290.13,541442.4,177.6,1,0
2024-11,1,PLT-06,PRD-06,149.44,313161.3,114.4,0,0
2024-11,1,PLT-06,PRD-07,199.77,4520868.67,88.8,0,0
2024-11,1,PLT-06,PRD-08,435.28,623412.67,12.6,0,0
2024-11,1,PLT-06,PRD-09,481.8,782636.65,145.9,0,0
2024-11,1,PLT-06,PRD-10,352.43,269858.49,52.0,0,0
2024-11,1,PLT-06,PRD-11,232.12,239618.58,180.1,1,0
2024-11,1,PLT-06,PRD-12,439.23,392141.6,13.1,0,0
2024-12,2,PLT-01,PRD-01,352.73,384898.04,15.2,0,0
2024-12,2,PLT-01,PRD-02,558.51,690820.68,116.7,0,0
2024-12,2,PLT-01,PRD-03,217.27,179164.91,67.4,0,0
2024-12,2,PLT-01,PRD-04,564.75,414925.21,142.1,0,0
2024-12,2,PLT-01,PRD-05,135.74,253316.57,161.0,1,0
2024-12,2,PLT-01,PRD-06,206.37,432471.92,60.0,0,0
2024-12,2,PLT-01,PRD-07,245.96,5566111.84,54.0,0,0
2024-12,2,PLT-01,PRD-08,620.33,888438.78,97.5,0,0
2024-12,2,PLT-01,PRD-09,580.15,942397.58,14.7,0,0
2024-12,2,PLT-01,PRD-10,182.94,140075.04,31.6,0,0
2024-12,2,PLT-01,PRD-11,179.06,184847.64,83.1,0,0
2024-12,2,PLT-01,PRD-12,356.0,317835.46,28.0,0,0
2024-12,2,PLT-02,PRD-01,791.11,863261.3,110.7,0,0
2024-12,2,PLT-02,PRD-02,346.67,428794.44,92.9,0,0
2024-12,2,PLT-02,PRD-03,787.49,649361.79,166.5,1,0
2024-12,2,PLT-02,PRD-04,309.9,227686.43,85.0,0,0
2024-12,2,PLT-02,PRD-05,620.42,1157821.55,158.0,1,0
2024-12,2,PLT-02,PRD-06,256.91,538385.63,152.8,1,0
2024-12,2,PLT-02,PRD-07,265.23,6002058.59,25.0,0,0
2024-12,2,PLT-02,PRD-08,162.77,233116.3,27.3,0,0
2024-12,2,PLT-02,PRD-09,431.64,701159.07,21.3,0,0
2024-12,2,PLT-02,PRD-10,613.2,469528.8,42.2,0,0
2024-12,2,PLT-02,PRD-11,220.84,227972.3,83.3,0,0
2024-12,2,PLT-02,PRD-12,223.2,199273.34,49.1,0,0
2024-12,2,PLT-03,PRD-01,214.39,233946.68,141.4,0,0
2024-12,2,PLT-03,PRD-02,379.06,468860.82,154.6,1,0
2024-12,2,PLT-03,PRD-03,276.15,227710.27,166.1,1,0
2024-12,2,PLT-03,PRD-04,341.83,251142.79,173.2,1,0
2024-12,2,PLT-03,PRD-05,434.62,811084.42,106.3,0,0
2024-12,2,PLT-03,PRD-06,348.17,729623.46,92.3,0,0
2024-12,2,PLT-03,PRD-07,497.5,11258463.73,136.5,0,0
2024-12,2,PLT-03,PRD-08,539.48,772650.39,26.9,0,0
2024-12,2,PLT-03,PRD-09,237.59,385935.45,143.1,0,0
2024-12,2,PLT-03,PRD-10,179.32,137301.97,178.5,1,0
2024-12,2,PLT-03,PRD-11,209.07,215825.28,124.3,0,0
2024-12,2,PLT-03,PRD-12,217.24,193951.97,135.2,0,0
2024-12,2,PLT-04,PRD-01,419.54,457805.78,137.8,0,0
2024-12,2,PLT-04,PRD-02,206.82,255817.64,158.1,1,0
2024-12,2,PLT-04,PRD-03,651.49,537217.32,59.1,0,0
2024-12,2,PLT-04,PRD-04,500.14,367453.66,68.2,0,0
2024-12,2,PLT-04,PRD-05,506.39,945026.29,124.0,0,0
2024-12,2,PLT-04,PRD-06,159.35,333941.55,22.2,0,0
2024-12,2,PLT-04,PRD-07,341.04,7717845.4,17.4,0,0
2024-12,2,PLT-04,PRD-08,407.93,584243.29,149.1,0,0
2024-12,2,PLT-04,PRD-09,648.64,1053654.7,102.0,0,0
2024-12,2,PLT-04,PRD-10,609.07,466366.13,79.5,0,0
2024-12,2,PLT-04,PRD-11,265.83,274412.19,87.4,0,0
2024-12,2,PLT-04,PRD-12,441.94,394563.88,149.2,0,0
2024-12,2,PLT-05,PRD-01,580.93,633913.04,138.5,0,0
2024-12,2,PLT-05,PRD-02,417.38,516254.65,191.4,1,0
2024-12,2,PLT-05,PRD-03,668.56,551297.59,182.1,1,0
2024-12,2,PLT-05,PRD-04,516.1,379176.66,236.7,1,0
2024-12,2,PLT-05,PRD-05,659.09,1230002.22,234.3,1,0
2024-12,2,PLT-05,PRD-06,275.27,576858.68,61.2,0,0
2024-12,2,PLT-05,PRD-07,420.31,9511720.37,246.0,1,0
2024-12,2,PLT-05,PRD-08,589.81,844725.64,215.8,1,0
2024-12,2,PLT-05,PRD-09,734.17,1192586.38,71.1,0,0
2024-12,2,PLT-05,PRD-10,649.97,497681.79,172.0,1,0
2024-12,2,PLT-05,PRD-11,425.07,438798.0,81.6,0,0
2024-12,2,PLT-05,PRD-12,564.5,503983.75,148.6,0,0
2024-12,2,PLT-06,PRD-01,272.25,297083.04,30.9,0,0
2024-12,2,PLT-06,PRD-02,185.73,229730.04,156.2,1,0
2024-12,2,PLT-06,PRD-03,306.41,252665.48,118.2,0,0
2024-12,2,PLT-06,PRD-04,292.64,215000.37,46.1,0,0
2024-12,2,PLT-06,PRD-05,535.61,999549.94,94.4,0,0
2024-12,2,PLT-06,PRD-06,480.19,1006285.17,46.2,0,0
2024-12,2,PLT-06,PRD-07,590.82,13370362.45,90.9,0,0
2024-12,2,PLT-06,PRD-08,528.09,756324.68,168.1,1,0
2024-12,2,PLT-06,PRD-09,528.42,858361.93,82.1,0,0
2024-12,2,PLT-06,PRD-10,476.25,364661.99,131.1,0,0
2024-12,2,PLT-06,PRD-11,164.62,169937.98,115.8,0,0
2024-12,2,PLT-06,PRD-12,206.76,184597.73,159.3,1,0
2025-01,3,PLT-01,PRD-01,507.17,553424.95,63.7,0,0
2025-01,3,PLT-01,PRD-02,492.46,609126.53,163.0,1,0
2025-01,3,PLT-01,PRD-03,316.49,260981.5,71.1,0,0
2025-01,3,PLT-01,PRD-04,147.98,108718.11,33.0,0,0
2025-01,3,PLT-01,PRD-05,462.57,863242.24,83.0,0,0
2025-01,3,PLT-01,PRD-06,143.28,300256.96,118.8,0,0
2025-01,3,PLT-01,PRD-07,508.43,11505834.93,187.4,1,0
2025-01,3,PLT-01,PRD-08,204.67,293128.06,77.7,0,0
2025-01,3,PLT-01,PRD-09,410.95,667544.29,21.9,0,0
2025-01,3,PLT-01,PRD-10,126.93,97190.33,31.9,0,0
2025-01,3,PLT-01,PRD-11,328.97,339594.87,171.2,1,0
2025-01,3,PLT-01,PRD-12,570.91,509707.7,15.3,0,0
2025-01,3,PLT-02,PRD-01,306.73,334701.8,85.1,0,0
2025-01,3,PLT-02,PRD-02,201.78,249585.83,61.3,0,0
2025-01,3,PLT-02,PRD-03,209.31,172596.76,21.9,0,0
2025-01,3,PLT-02,PRD-04,444.65,326684.44,106.2,0,0
2025-01,3,PLT-02,PRD-05,772.5,1441631.86,137.9,0,0
2025-01,3,PLT-02,PRD-06,395.72,829263.76,19.8,0,0
2025-01,3,PLT-02,PRD-07,683.47,15466911.67,146.5,0,0
2025-01,3,PLT-02,PRD-08,559.43,801222.42,81.8,0,0
2025-01,3,PLT-02,PRD-09,667.97,1085052.32,28.8,0,0
2025-01,3,PLT-02,PRD-10,659.58,505043.1,18.3,0,0
2025-01,3,PLT-02,PRD-11,228.21,235584.02,10.6,0,0
2025-01,3,PLT-02,PRD-12,401.88,358801.5,115.3,0,0
2025-01,3,PLT-03,PRD-01,571.86,624008.94,135.5,0,0
2025-01,3,PLT-03,PRD-02,213.64,264252.06,77.6,0,0
2025-01,3,PLT-03,PRD-03,199.26,164306.37,75.6,0,0
2025-01,3,PLT-03,PRD-04,485.02,356344.41,176.9,1,0
2025-01,3,PLT-03,PRD-05,556.94,1039370.55,83.6,0,0
2025-01,3,PLT-03,PRD-06,174.22,365101.01,116.8,0,0
2025-01,3,PLT-03,PRD-07,476.07,10773478.54,61.3,0,0
2025-01,3,PLT-03,PRD-08,528.45,756853.13,99.7,0,0
2025-01,3,PLT-03,PRD-09,284.18,461628.83,176.9,1,0
2025-01,3,PLT-03,PRD-10,296.13,226743.01,172.3,1,0
2025-01,3,PLT-03,PRD-11,311.24,321297.38,128.4,0,0
2025-01,3,PLT-03,PRD-12,394.39,352111.56,123.5,0,0
2025-01,3,PLT-04,PRD-01,243.63,265851.91,117.7,0,0
2025-01,3,PLT-04,PRD-02,360.49,445895.29,91.5,0,0
2025-01,3,PLT-04,PRD-03,511.66,421916.36,55.7,0,0
2025-01,3,PLT-04,PRD-04,469.85,345195.88,35.2,0,0
2025-01,3,PLT-04,PRD-05,203.94,380589.16,98.7,0,0
2025-01,3,PLT-04,PRD-06,255.37,535155.1,169.6,1,0
2025-01,3,PLT-04,PRD-07,561.43,12705048.08,61.8,0,0
2025-01,3,PLT-04,PRD-08,487.07,697583.65,127.3,0,0
2025-01,3,PLT-04,PRD-09,309.13,502158.45,88.7,0,0
2025-01,3,PLT-04,PRD-10,533.8,408733.86,34.8,0,0
2025-01,3,PLT-04,PRD-11,672.19,693901.44,173.0,1,0
2025-01,3,PLT-04,PRD-12,407.84,364123.28,29.2,0,0
2025-01,3,PLT-05,PRD-01,257.44,280917.2,162.8,1,0
2025-01,3,PLT-05,PRD-02,406.87,503260.82,203.4,1,0
2025-01,3,PLT-05,PRD-03,361.77,298316.83,176.4,1,0
2025-01,3,PLT-05,PRD-04,671.97,493697.71,190.6,1,0
2025-01,3,PLT-05,PRD-05,291.68,544341.54,59.5,0,0
2025-01,3,PLT-05,PRD-06,361.88,758358.83,17.6,0,0
2025-01,3,PLT-05,PRD-07,476.22,10776945.63,67.5,0,0
2025-01,3,PLT-05,PRD-08,402.02,575771.02,264.2,1,0
2025-01,3,PLT-05,PRD-09,488.34,793251.59,31.4,0,0
2025-01,3,PLT-05,PRD-10,447.38,342555.96,51.0,0,0
2025-01,3,PLT-05,PRD-11,687.12,709310.18,199.2,1,0
2025-01,3,PLT-05,PRD-12,216.75,193513.0,48.0,0,0
2025-01,3,PLT-06,PRD-01,145.91,159213.99,171.1,1,0
2025-01,3,PLT-06,PRD-02,333.42,412411.56,182.2,1,0
2025-01,3,PLT-06,PRD-03,290.85,239838.9,146.4,0,0
2025-01,3,PLT-06,PRD-04,420.28,308782.76,79.8,0,0
2025-01,3,PLT-06,PRD-05,420.5,784733.6,170.0,1,0
2025-01,3,PLT-06,PRD-06,279.83,586401.82,64.1,0,0
2025-01,3,PLT-06,PRD-07,410.17,9282098.04,46.1,0,0
2025-01,3,PLT-06,PRD-08,600.53,860084.41,166.4,1,0
2025-01,3,PLT-06,PRD-09,371.33,603180.52,67.2,0,0
2025-01,3,PLT-06,PRD-10,562.17,430451.15,20.9,0,0
2025-01,3,PLT-06,PRD-11,371.94,383955.17,97.1,0,0
2025-01,3,PLT-06,PRD-12,320.88,286477.39,58.8,0,0
2025-02,4,PLT-01,PRD-01,449.19,490154.89,68.2,0,0
2025-02,4,PLT-01,PRD-02,535.03,661773.49,46.6,0,0
2025-02,4,PLT-01,PRD-03,232.03,191331.81,95.8,0,0
2025-02,4,PLT-01,PRD-04,471.15,346156.63,23.8,0,0
2025-02,4,PLT-01,PRD-05,424.7,792580.17,137.5,0,0
2025-02,4,PLT-01,PRD-06,577.6,1210426.22,105.7,0,0
2025-02,4,PLT-01,PRD-07,578.98,13102428.96,162.8,1,0
2025-02,4,PLT-01,PRD-08,506.97,726088.27,62.5,0,0
2025-02,4,PLT-01,PRD-09,305.9,496909.26,169.6,1,0
2025-02,4,PLT-01,PRD-10,415.44,318101.33,140.1,0,0
2025-02,4,PLT-01,PRD-11,405.97,419082.4,129.6,0,0
2025-02,4,PLT-01,PRD-12,239.66,213970.52,175.5,1,0
2025-02,4,PLT-02,PRD-01,195.86,213723.42,105.8,0,0
2025-02,4,PLT-02,PRD-02,161.33,199549.71,156.9,1,0
2025-02,4,PLT-02,PRD-03,261.89,215958.53,157.6,1,0
2025-02,4,PLT-02,PRD-04,743.68,546378.76,116.9,0,0
2025-02,4,PLT-02,PRD-05,533.2,995052.54,37.8,0,0
2025-02,4,PLT-02,PRD-06,681.07,1427245.48,42.5,0,0
2025-02,4,PLT-02,PRD-07,257.8,5833963.03,132.7,0,0
2025-02,4,PLT-02,PRD-08,209.42,299932.38,156.1,1,0
2025-02,4,PLT-02,PRD-09,225.12,365686.97,106.9,0,0
2025-02,4,PLT-02,PRD-10,631.12,483248.59,128.6,0,0
2025-02,4,PLT-02,PRD-11,365.76,377570.7,55.4,0,0
2025-02,4,PLT-02,PRD-12,242.62,216607.86,101.1,0,0
2025-02,4,PLT-03,PRD-01,243.42,265615.99,103.1,0,0
2025-02,4,PLT-03,PRD-02,161.11,199279.45,189.1,1,0
2025-02,4,PLT-03,PRD-03,153.84,126856.49,62.0,0,0
2025-02,4,PLT-03,PRD-04,389.62,286253.33,121.8,0,0
2025-02,4,PLT-03,PRD-05,428.63,799900.71,71.2,0,0
2025-02,4,PLT-03,PRD-06,439.31,920616.74,21.2,0,0
2025-02,4,PLT-03,PRD-07,446.01,10093123.14,82.0,0,0
2025-02,4,PLT-03,PRD-08,505.87,724512.52,127.0,0,0
2025-02,4,PLT-03,PRD-09,456.83,742080.29,99.5,0,0
2025-02,4,PLT-03,PRD-10,314.77,241015.98,81.3,0,0
2025-02,4,PLT-03,PRD-11,191.64,197828.78,66.1,0,0
2025-02,4,PLT-03,PRD-12,303.19,270683.97,159.2,1,0
2025-02,4,PLT-04,PRD-01,438.62,478619.79,40.9,0,0
2025-02,4,PLT-04,PRD-02,419.77,519208.37,171.9,1,0
2025-02,4,PLT-04,PRD-03,144.53,119180.86,135.4,0,0
2025-02,4,PLT-04,PRD-04,448.4,329440.02,177.6,1,0
2025-02,4,PLT-04,PRD-05,188.09,351016.91,18.4,0,0
2025-02,4,PLT-04,PRD-06,319.75,670063.99,138.0,0,0
2025-02,4,PLT-04,PRD-07,630.98,14278977.84,16.4,0,0
2025-02,4,PLT-04,PRD-08,546.45,782627.63,109.4,0,0
2025-02,4,PLT-04,PRD-09,287.26,466621.72,98.5,0,0
2025-02,4,PLT-04,PRD-10,175.02,134012.05,170.5,1,0
2025-02,4,PLT-04,PRD-11,201.38,207885.42,95.5,0,0
2025-02,4,PLT-04,PRD-12,603.19,538526.97,183.4,1,0
2025-02,4,PLT-05,PRD-01,511.72,558392.51,137.7,0,0
2025-02,4,PLT-05,PRD-02,455.21,563045.54,26.0,0,0
2025-02,4,PLT-05,PRD-03,376.83,310733.59,262.6,1,0
2025-02,4,PLT-05,PRD-04,422.99,310771.46,147.6,0,0
2025-02,4,PLT-05,PRD-05,512.77,956923.2,258.3,1,0
2025-02,4,PLT-05,PRD-06,147.02,308093.9,257.4,1,0
2025-02,4,PLT-05,PRD-07,678.52,15354797.19,195.4,1,0
2025-02,4,PLT-05,PRD-08,220.75,316162.99,127.3,0,0
2025-02,4,PLT-05,PRD-09,177.07,287635.28,49.6,0,0
2025-02,4,PLT-05,PRD-10,368.77,282369.81,14.2,0,0
2025-02,4,PLT-05,PRD-11,262.58,271057.05,118.4,0,0
2025-02,4,PLT-05,PRD-12,177.51,158479.6,15.0,0,0
2025-02,4,PLT-06,PRD-01,314.95,343675.93,111.5,0,0
2025-02,4,PLT-06,PRD-02,245.69,303895.17,134.9,0,0
2025-02,4,PLT-06,PRD-03,445.01,366954.58,83.8,0,0
2025-02,4,PLT-06,PRD-04,357.59,262724.13,90.9,0,0
2025-02,4,PLT-06,PRD-05,552.69,1031428.99,63.8,0,0
2025-02,4,PLT-06,PRD-06,465.47,975443.47,140.8,0,0
2025-02,4,PLT-06,PRD-07,376.16,8512425.04,43.0,0,0
2025-02,4,PLT-06,PRD-08,155.86,223223.87,107.3,0,0
2025-02,4,PLT-06,PRD-09,389.87,633305.79,127.8,0,0
2025-02,4,PLT-06,PRD-10,320.19,245165.75,14.9,0,0
2025-02,4,PLT-06,PRD-11,432.95,446929.69,123.9,0,0
2025-02,4,PLT-06,PRD-12,605.73,540794.56,16.2,0,0
2025-03,5,PLT-01,PRD-01,187.71,204824.75,129.6,0,0
2025-03,5,PLT-01,PRD-02,561.72,694790.52,126.9,0,0
2025-03,5,PLT-01,PRD-03,148.35,122330.8,162.0,1,0
2025-03,5,PLT-01,PRD-04,618.83,454657.57,158.5,1,0
2025-03,5,PLT-01,PRD-05,293.84,548362.34,20.3,0,0
2025-03,5,PLT-01,PRD-06,152.13,318796.1,72.8,0,0
2025-03,5,PLT-01,PRD-07,602.2,13627785.46,67.0,0,0
2025-03,5,PLT-01,PRD-08,235.46,337219.26,76.6,0,0
2025-03,5,PLT-01,PRD-09,625.03,1015296.24,27.8,0,0
2025-03,5,PLT-01,PRD-10,283.07,216743.16,100.2,0,0
2025-03,5,PLT-01,PRD-11,584.93,603822.42,117.8,0,0
2025-03,5,PLT-01,PRD-12,351.47,313796.54,29.8,0,0
2025-03,5,PLT-02,PRD-01,453.25,494586.05,52.4,0,0
2025-03,5,PLT-02,PRD-02,539.58,667409.42,50.7,0,0
2025-03,5,PLT-02,PRD-03,222.66,183604.82,113.3,0,0
2025-03,5,PLT-02,PRD-04,172.93,127049.58,148.9,0,0
2025-03,5,PLT-02,PRD-05,541.04,1009691.41,164.0,1,0
2025-03,5,PLT-02,PRD-06,588.47,1233187.68,92.3,0,0
2025-03,5,PLT-02,PRD-07,662.17,14984794.68,13.8,0,0
2025-03,5,PLT-02,PRD-08,460.53,659574.23,170.3,1,0
2025-03,5,PLT-02,PRD-09,454.05,737560.77,175.4,1,0
2025-03,5,PLT-02,PRD-10,624.65,478293.2,19.2,0,0
2025-03,5,PLT-02,PRD-11,178.08,183831.22,50.4,0,0
2025-03,5,PLT-02,PRD-12,641.04,572316.94,46.4,0,0
